lon;lat;var1
160.5;53.5;0.5024522474038847
160.5;59.5;-0.0109666678334197
161.5;20.5;-0.19343574258555807
161.5;21.5;-0.18605313713450602
161.5;22.5;-0.21068856336187888
161.5;23.5;-0.28323144107253345
161.5;24.5;-0.40590103614991846
161.5;25.5;-0.5189014917991402
161.5;26.5;-0.62934067219671
161.5;27.5;-0.7642016477756803
161.5;28.5;-0.8802595228482404
161.5;29.5;-0.9957397007102844
161.5;30.5;-1.1122429564892826
161.5;31.5;-1.1884015287154932
161.5;32.5;-1.220185364297963
161.5;33.5;-1.2170061934866339
161.5;34.5;-1.2644311481799442
161.5;35.5;-1.2679143841743272
161.5;36.5;-1.2576419074078953
161.5;37.5;-1.2620324515342753
161.5;38.5;-1.2555761891890491
161.5;39.5;-1.1765465925892808
161.5;40.5;-1.1001911929955748
161.5;41.5;-0.9915446608001314
161.5;42.5;-0.8581103413090745
161.5;43.5;-0.7455819319392473
161.5;44.5;-0.6224044000400327
161.5;45.5;-0.47940688425753464
161.5;46.5;-0.324263314623742
161.5;47.5;-0.15872657138565283
161.5;48.5;0.03849899431077458
161.5;49.5;0.26208584115361944
161.5;50.5;0.4262742180284814
161.5;51.5;0.5381841290025471
161.5;52.5;0.5822679200349974
161.5;53.5;0.5575119930588566
161.5;54.5;0.5470589992592205
162.5;20.5;-0.20392709320203614
162.5;21.5;-0.17363767752658096
162.5;22.5;-0.2100152554146247
162.5;23.5;-0.29858384882730216
162.5;24.5;-0.40007716518624437
162.5;25.5;-0.5091114269216818
162.5;26.5;-0.6204791403699346
162.5;27.5;-0.7471017665760386
162.5;28.5;-0.8754186647460956
162.5;29.5;-1.0283519790387228
162.5;30.5;-1.135534842265522
162.5;31.5;-1.2218736085868491
162.5;32.5;-1.2633050361850393
162.5;33.5;-1.2633445396490408
162.5;34.5;-1.3138416147416998
162.5;35.5;-1.3207423631023483
162.5;36.5;-1.291596004892045
162.5;37.5;-1.2610533419145937
162.5;38.5;-1.2321738487061173
162.5;39.5;-1.182998480175464
162.5;40.5;-1.1019253032458372
162.5;41.5;-0.9925724091235422
162.5;42.5;-0.8456710946166307
162.5;43.5;-0.7302599343003542
162.5;44.5;-0.6103519363270296
162.5;45.5;-0.48648913456186993
162.5;46.5;-0.3152089155200094
162.5;47.5;-0.14896021379480587
162.5;48.5;0.02552052515104173
162.5;49.5;0.2233989790938524
162.5;50.5;0.41245283120477205
162.5;51.5;0.541655612232307
162.5;52.5;0.6046331100810097
162.5;53.5;0.6136576665075754
162.5;54.5;0.6130589695172205
162.5;55.5;0.5926699266582582
162.5;58.5;0.14023795758870158
163.5;20.5;-0.18726942877356983
163.5;21.5;-0.1699492988641849
163.5;22.5;-0.206321340823776
163.5;23.5;-0.3085925557215856
163.5;24.5;-0.40451316575751667
163.5;25.5;-0.5029165032667476
163.5;26.5;-0.5929961262752355
163.5;27.5;-0.7250926891040005
163.5;28.5;-0.8764500873030634
163.5;29.5;-1.0392348888134713
163.5;30.5;-1.1698439560945573
163.5;31.5;-1.2527612229506
163.5;32.5;-1.2913684991621917
163.5;33.5;-1.3173224961360956
163.5;34.5;-1.366521776915877
163.5;35.5;-1.3631357066355998
163.5;36.5;-1.3318357075770684
163.5;37.5;-1.2767694191385515
163.5;38.5;-1.2392722936179532
163.5;39.5;-1.1737118862489369
163.5;40.5;-1.1105986676103234
163.5;41.5;-1.0157111517539836
163.5;42.5;-0.8633917558741332
163.5;43.5;-0.7282476781567699
163.5;44.5;-0.6086585093062216
163.5;45.5;-0.4816132437424987
163.5;46.5;-0.310606934207799
163.5;47.5;-0.14363160031955183
163.5;48.5;0.02001992788110403
163.5;49.5;0.2221459743702172
163.5;50.5;0.41402135551344027
163.5;51.5;0.5501483981274583
163.5;52.5;0.6196326496615174
163.5;53.5;0.647652337430236
163.5;54.5;0.6806955544630696
163.5;55.5;0.6781531510844682
163.5;56.5;0.600972062048714
163.5;57.5;0.47796016834648153
163.5;58.5;0.30700965577710015
163.5;59.5;0.18246778953046436
164.5;20.5;-0.15456315061172027
164.5;21.5;-0.15273152420966465
164.5;22.5;-0.19208794178617208
164.5;23.5;-0.3055435388357613
164.5;24.5;-0.4083122595597407
164.5;25.5;-0.493663259710705
164.5;26.5;-0.5871219500994572
164.5;27.5;-0.7141124515908377
164.5;28.5;-0.8819492040471557
164.5;29.5;-1.0532307906563245
164.5;30.5;-1.1979047203824504
164.5;31.5;-1.2777416373487835
164.5;32.5;-1.3225503098568638
164.5;33.5;-1.3524400129543845
164.5;34.5;-1.405402255304212
164.5;35.5;-1.3831859018647867
164.5;36.5;-1.3326934112376252
164.5;37.5;-1.2694047529942358
164.5;38.5;-1.2172002263486685
164.5;39.5;-1.1659266541034428
164.5;40.5;-1.1091721431567034
164.5;41.5;-1.016793757495196
164.5;42.5;-0.867989718997421
164.5;43.5;-0.7378784091052585
164.5;44.5;-0.6071847945717693
164.5;45.5;-0.48660736968852886
164.5;46.5;-0.3084656695786039
164.5;47.5;-0.13936877240148995
164.5;48.5;0.03236689999496104
164.5;49.5;0.22727821525464137
164.5;50.5;0.4225881282529543
164.5;51.5;0.5663219235742566
164.5;52.5;0.652640487167227
164.5;53.5;0.6871922278602609
164.5;54.5;0.7245527755706566
164.5;55.5;0.7309930435336175
164.5;56.5;0.6880346121712446
164.5;57.5;0.5734420427999863
164.5;58.5;0.4650336285167175
164.5;59.5;0.3097689871966674
165.5;20.5;-0.1144386175187436
165.5;21.5;-0.14094098158316856
165.5;22.5;-0.18043578543669883
165.5;23.5;-0.28822133564913344
165.5;24.5;-0.40008704267385825
165.5;25.5;-0.5007227145834887
165.5;26.5;-0.573352135550293
165.5;27.5;-0.7129610454781578
165.5;28.5;-0.894949311000121
165.5;29.5;-1.0813737632963185
165.5;30.5;-1.2249321081033164
165.5;31.5;-1.2993032749698306
165.5;32.5;-1.3514810219501512
165.5;33.5;-1.3721723557725958
165.5;34.5;-1.404566604117951
165.5;35.5;-1.3842300008060393
165.5;36.5;-1.3393953581391065
165.5;37.5;-1.2628404358163896
165.5;38.5;-1.2199239152672803
165.5;39.5;-1.1697053169933227
165.5;40.5;-1.1135773366372372
165.5;41.5;-1.0236207450165649
165.5;42.5;-0.8949406055248307
165.5;43.5;-0.7528104621301847
165.5;44.5;-0.608245637825918
165.5;45.5;-0.4747206818877243
165.5;46.5;-0.28881935882539905
165.5;47.5;-0.13024151298676395
165.5;48.5;0.03522301699303542
165.5;49.5;0.24986310450198726
165.5;50.5;0.44286198738938787
165.5;51.5;0.5781811829597839
165.5;52.5;0.6813087080465464
165.5;53.5;0.7186508521308431
165.5;54.5;0.7537412141155095
165.5;55.5;0.7857851131790483
165.5;56.5;0.7409232793346977
165.5;57.5;0.6420194619447719
165.5;58.5;0.544834683971741
165.5;59.5;0.429270429039034
166.5;20.5;-0.08948689094780177
166.5;21.5;-0.11121892666897669
166.5;22.5;-0.15703399160131082
166.5;23.5;-0.27981778000876073
166.5;24.5;-0.37746300422261325
166.5;25.5;-0.4828234738223199
166.5;26.5;-0.5807767076318957
166.5;27.5;-0.7106892987947623
166.5;28.5;-0.9049382768627509
166.5;29.5;-1.1108459602858973
166.5;30.5;-1.2683945717301006
166.5;31.5;-1.3388368666650545
166.5;32.5;-1.3795180673555463
166.5;33.5;-1.3887404715924054
166.5;34.5;-1.4107290492474158
166.5;35.5;-1.3827589458079068
166.5;36.5;-1.339607388998993
166.5;37.5;-1.2718179143977792
166.5;38.5;-1.2357977334062473
166.5;39.5;-1.1756028189282612
166.5;40.5;-1.1121899199624266
166.5;41.5;-1.0441912327083083
166.5;42.5;-0.922935299913494
166.5;43.5;-0.7682999111626744
166.5;44.5;-0.6227539384323603
166.5;45.5;-0.4713533953836717
166.5;46.5;-0.2912398837751133
166.5;47.5;-0.10950961009274929
166.5;48.5;0.06129984316293948
166.5;49.5;0.2866470938651886
166.5;50.5;0.45615666431435464
166.5;51.5;0.5830909683572292
166.5;52.5;0.6873088962311841
166.5;53.5;0.7343137052161559
166.5;54.5;0.7714294737911388
166.5;55.5;0.8022770929736383
166.5;56.5;0.7741390640077234
166.5;57.5;0.7065098089636793
166.5;58.5;0.6064735414430668
166.5;59.5;0.5154027794454505
167.5;20.5;-0.06575792167800598
167.5;21.5;-0.10120018292867537
167.5;22.5;-0.14267315026000876
167.5;23.5;-0.2574336438894259
167.5;24.5;-0.36113205163182777
167.5;25.5;-0.4637481465039856
167.5;26.5;-0.5875521468785198
167.5;27.5;-0.7182626424815173
167.5;28.5;-0.9230697859187967
167.5;29.5;-1.1416762374563643
167.5;30.5;-1.3005127159844883
167.5;31.5;-1.3799642811509039
167.5;32.5;-1.4187086801812128
167.5;33.5;-1.4004057729653863
167.5;34.5;-1.4111061314492812
167.5;35.5;-1.3702116983110917
167.5;36.5;-1.3384042416605433
167.5;37.5;-1.288569503722568
167.5;38.5;-1.2594904233512636
167.5;39.5;-1.193300261476018
167.5;40.5;-1.123781676203794
167.5;41.5;-1.0594579600335425
167.5;42.5;-0.9501190411819327
167.5;43.5;-0.7891472462566126
167.5;44.5;-0.6260674893644471
167.5;45.5;-0.46626286545974244
167.5;46.5;-0.29462877057604314
167.5;47.5;-0.08839239862777076
167.5;48.5;0.1028949534330482
167.5;49.5;0.31819927326452885
167.5;50.5;0.48779511303835843
167.5;51.5;0.6027677808573692
167.5;52.5;0.6809498706631256
167.5;53.5;0.7207843370150827
167.5;54.5;0.7849156658918877
167.5;55.5;0.8236024178202372
167.5;56.5;0.8209026139628369
167.5;57.5;0.7528272274156903
167.5;58.5;0.6602747842780277
167.5;59.5;0.5731816934153565
168.5;20.5;-0.0645786699236524
168.5;21.5;-0.09212694182101495
168.5;22.5;-0.1233704505153372
168.5;23.5;-0.22622445902514868
168.5;24.5;-0.3424853999069781
168.5;25.5;-0.45529267246524086
168.5;26.5;-0.5873712709793177
168.5;27.5;-0.7374719886586529
168.5;28.5;-0.9415794228892855
168.5;29.5;-1.168522788101717
168.5;30.5;-1.3531919827794263
168.5;31.5;-1.4326105025038554
168.5;32.5;-1.451715722934674
168.5;33.5;-1.4456309687219633
168.5;34.5;-1.429641980254029
168.5;35.5;-1.3773301877090813
168.5;36.5;-1.3440007045393119
168.5;37.5;-1.298042889427715
168.5;38.5;-1.2802827213316885
168.5;39.5;-1.2036991966221087
168.5;40.5;-1.1329560863994947
168.5;41.5;-1.0807361738951624
168.5;42.5;-0.9845706790808287
168.5;43.5;-0.8192159852975335
168.5;44.5;-0.641255459973338
168.5;45.5;-0.4766676627470883
168.5;46.5;-0.2931762311995012
168.5;47.5;-0.07745075586760794
168.5;48.5;0.13606327296025625
168.5;49.5;0.35672971056365643
168.5;50.5;0.5246400234347285
168.5;51.5;0.6247639366070525
168.5;52.5;0.6887259687183259
168.5;53.5;0.7212314594428844
168.5;54.5;0.7907636283659881
168.5;55.5;0.8339125883307745
168.5;56.5;0.8434042952856949
168.5;57.5;0.7945167547597033
168.5;58.5;0.7054156507242881
168.5;59.5;0.6167012220355835
169.5;20.5;-0.057777279018663405
169.5;21.5;-0.09594584151892263
169.5;22.5;-0.12323870449949023
169.5;23.5;-0.20413114259268694
169.5;24.5;-0.3194069137578798
169.5;25.5;-0.44547802852888074
169.5;26.5;-0.5984457990913576
169.5;27.5;-0.7518644031548752
169.5;28.5;-0.9686641019012396
169.5;29.5;-1.1998348649571633
169.5;30.5;-1.3880744506907532
169.5;31.5;-1.4817301073145013
169.5;32.5;-1.5004846856585585
169.5;33.5;-1.480362208054494
169.5;34.5;-1.4447500889243177
169.5;35.5;-1.3911842992476362
169.5;36.5;-1.3555057480191244
169.5;37.5;-1.3297170409452481
169.5;38.5;-1.284464196360953
169.5;39.5;-1.2237181492815044
169.5;40.5;-1.1411825200276564
169.5;41.5;-1.099546404690962
169.5;42.5;-1.0010850171932735
169.5;43.5;-0.8387433979901839
169.5;44.5;-0.6544845833879707
169.5;45.5;-0.48765285976095607
169.5;46.5;-0.299556090534197
169.5;47.5;-0.0705288991975375
169.5;48.5;0.16909328121420744
169.5;49.5;0.3866182714563787
169.5;50.5;0.5387898346914719
169.5;51.5;0.6245644206304366
169.5;52.5;0.6776589732796948
169.5;53.5;0.7132154387274446
169.5;54.5;0.7904269786859575
169.5;55.5;0.8437164629646757
169.5;56.5;0.8499195614665003
169.5;57.5;0.81138419961245
169.5;58.5;0.736828157411049
169.5;59.5;0.6724237701323161
170.5;20.5;-0.07101470072110329
170.5;21.5;-0.09445869354565475
170.5;22.5;-0.11385419019419522
170.5;23.5;-0.20899182905316782
170.5;24.5;-0.305532289370656
170.5;25.5;-0.44034426279709316
170.5;26.5;-0.618724625049798
170.5;27.5;-0.7828015364149323
170.5;28.5;-1.0009125031022077
170.5;29.5;-1.2206945018724515
170.5;30.5;-1.4117351816180894
170.5;31.5;-1.506728484629432
170.5;32.5;-1.5361442215197705
170.5;33.5;-1.523255304340023
170.5;34.5;-1.4863899516051946
170.5;35.5;-1.412249746899698
170.5;36.5;-1.3583406345253584
170.5;37.5;-1.3421923971217518
170.5;38.5;-1.3011062088779155
170.5;39.5;-1.242224046358147
170.5;40.5;-1.1796971459561885
170.5;41.5;-1.1139287236332858
170.5;42.5;-1.0296859598264354
170.5;43.5;-0.8698803550122672
170.5;44.5;-0.6853753988067616
170.5;45.5;-0.5123032121573259
170.5;46.5;-0.30173539415537487
170.5;47.5;-0.07701695201765003
170.5;48.5;0.16563190959148708
170.5;49.5;0.39760441540737584
170.5;50.5;0.5492024123805795
170.5;51.5;0.6255802225409758
170.5;52.5;0.6693870874747703
170.5;53.5;0.7104274097671531
170.5;54.5;0.7825411176966854
170.5;55.5;0.8384059718694342
170.5;56.5;0.8558264591418903
170.5;57.5;0.8410624045968249
170.5;58.5;0.7615535346543565
170.5;59.5;0.7173960825569791
171.5;20.5;-0.05657233759616957
171.5;21.5;-0.08743206811618708
171.5;22.5;-0.10456384564653258
171.5;23.5;-0.2004805514105253
171.5;24.5;-0.31499456741488946
171.5;25.5;-0.4684382750802626
171.5;26.5;-0.6470454292053329
171.5;27.5;-0.8174223113968204
171.5;28.5;-1.0273856280933902
171.5;29.5;-1.2416806268127443
171.5;30.5;-1.4280644672023837
171.5;31.5;-1.5360524602442573
171.5;32.5;-1.5826627741230535
171.5;33.5;-1.5844255917579422
171.5;34.5;-1.5123044395286254
171.5;35.5;-1.4363732711844786
171.5;36.5;-1.3662832644197471
171.5;37.5;-1.3351943724759903
171.5;38.5;-1.3202116747293753
171.5;39.5;-1.2746387702260917
171.5;40.5;-1.199846164662376
171.5;41.5;-1.1315967324998053
171.5;42.5;-1.0338207948700189
171.5;43.5;-0.8898071697869415
171.5;44.5;-0.716697395100295
171.5;45.5;-0.5438923892975969
171.5;46.5;-0.3147063148097019
171.5;47.5;-0.0855473799083483
171.5;48.5;0.16349527221831048
171.5;49.5;0.39487962920042136
171.5;50.5;0.5488510827447145
171.5;51.5;0.6191468403739181
171.5;52.5;0.6656275294207156
171.5;53.5;0.7217872093078703
171.5;54.5;0.7756593060183508
171.5;55.5;0.8265952833007478
171.5;56.5;0.843260829846117
171.5;57.5;0.8354103937509693
171.5;58.5;0.7967269874823238
171.5;59.5;0.7548811606797748
172.5;20.5;-0.03290052036496273
172.5;21.5;-0.05856474679520453
172.5;22.5;-0.08889503004855814
172.5;23.5;-0.19181410375449684
172.5;24.5;-0.32299057831593514
172.5;25.5;-0.4990533596535383
172.5;26.5;-0.6812803808613677
172.5;27.5;-0.8580717673607509
172.5;28.5;-1.0502963827386766
172.5;29.5;-1.251464737118358
172.5;30.5;-1.4262328646559366
172.5;31.5;-1.5552148598324138
172.5;32.5;-1.6084867030260717
172.5;33.5;-1.6254197935797015
172.5;34.5;-1.5569895113786014
172.5;35.5;-1.460321725575995
172.5;36.5;-1.3751156589632008
172.5;37.5;-1.3489207308200744
172.5;38.5;-1.335170996724423
172.5;39.5;-1.2956710522225288
172.5;40.5;-1.2253001826468572
172.5;41.5;-1.152427426420355
172.5;42.5;-1.0510559729448778
172.5;43.5;-0.9109635354510781
172.5;44.5;-0.7427723931192877
172.5;45.5;-0.5621630827549751
172.5;46.5;-0.34146409480488465
172.5;47.5;-0.10777837612827205
172.5;48.5;0.15099382407631912
172.5;49.5;0.3862198100626639
172.5;50.5;0.5540582459956841
172.5;51.5;0.6292026656238087
172.5;52.5;0.65888011192215
172.5;53.5;0.7065364825291715
172.5;54.5;0.7468080910784959
172.5;55.5;0.7951988543794026
172.5;56.5;0.8356143148062637
172.5;57.5;0.8467650457318147
172.5;58.5;0.8240817896057062
172.5;59.5;0.8113652351826921
173.5;20.5;-0.01190868592647108
173.5;21.5;-0.020291809412039345
173.5;22.5;-0.06538203626917446
173.5;23.5;-0.19090545113857943
173.5;24.5;-0.33412557489356276
173.5;25.5;-0.5197996478371877
173.5;26.5;-0.7090459632344482
173.5;27.5;-0.8877468304292762
173.5;28.5;-1.077089962341874
173.5;29.5;-1.2501061894315868
173.5;30.5;-1.43769000883099
173.5;31.5;-1.5739254951869417
173.5;32.5;-1.6407788015016325
173.5;33.5;-1.6554204614811028
173.5;34.5;-1.5786164572123103
173.5;35.5;-1.465418331442085
173.5;36.5;-1.3863920423574136
173.5;37.5;-1.3608586079089073
173.5;38.5;-1.3618718221716548
173.5;39.5;-1.3325503754035277
173.5;40.5;-1.249368103964397
173.5;41.5;-1.154852550831002
173.5;42.5;-1.0597853347185222
173.5;43.5;-0.921979022577787
173.5;44.5;-0.7589821322821099
173.5;45.5;-0.5836868092704302
173.5;46.5;-0.3723726460754703
173.5;47.5;-0.14067352628128166
173.5;48.5;0.10771319445885401
173.5;49.5;0.3649663837020812
173.5;50.5;0.5497926505946561
173.5;51.5;0.6333963459483255
173.5;52.5;0.6668843070371565
173.5;53.5;0.7064379774740269
173.5;54.5;0.7492405936906326
173.5;55.5;0.811420229285991
173.5;56.5;0.8449448463317151
173.5;57.5;0.8541672930342601
173.5;58.5;0.846432385231939
173.5;59.5;0.8468454560442384
174.5;20.5;0.0186642155998459
174.5;21.5;-0.002702701782381355
174.5;22.5;-0.050905095576766014
174.5;23.5;-0.1745635582096785
174.5;24.5;-0.3363516482980785
174.5;25.5;-0.5316873877449013
174.5;26.5;-0.7397235722644923
174.5;27.5;-0.9185467905593856
174.5;28.5;-1.0956882829656365
174.5;29.5;-1.2553368159222253
174.5;30.5;-1.426412313129074
174.5;31.5;-1.5926593674912952
174.5;32.5;-1.6549461882191279
174.5;33.5;-1.665133619885321
174.5;34.5;-1.5984204310901162
174.5;35.5;-1.4785564613449234
174.5;36.5;-1.4154120899571734
174.5;37.5;-1.3821551142679167
174.5;38.5;-1.3866232004327632
174.5;39.5;-1.355848101381903
174.5;40.5;-1.2511491732492332
174.5;41.5;-1.1592863875541755
174.5;42.5;-1.0556005644766637
174.5;43.5;-0.9227036552410233
174.5;44.5;-0.7664428316399788
174.5;45.5;-0.5968263936375322
174.5;46.5;-0.39682624110789394
174.5;47.5;-0.16887428406809593
174.5;48.5;0.08397269401184826
174.5;49.5;0.34437911849917646
174.5;50.5;0.5372642470328276
174.5;51.5;0.6381588096666594
174.5;52.5;0.6888960610122434
174.5;53.5;0.7305980380056789
174.5;54.5;0.7738521162047133
174.5;55.5;0.8247821921500621
174.5;56.5;0.8601562916474129
174.5;57.5;0.8670515941010688
174.5;58.5;0.8716268611630652
174.5;59.5;0.8705910724302064
175.5;20.5;0.046859398382673764
175.5;21.5;0.009435580719326977
175.5;22.5;-0.03849532205497094
175.5;23.5;-0.14758916462551383
175.5;24.5;-0.31536636665874773
175.5;25.5;-0.5265000383900277
175.5;26.5;-0.7451428987381596
175.5;27.5;-0.9386808719503058
175.5;28.5;-1.1059379919100567
175.5;29.5;-1.2586300407948212
175.5;30.5;-1.4212429764837184
175.5;31.5;-1.5922405688381072
175.5;32.5;-1.667629109509689
175.5;33.5;-1.6799003623952302
175.5;34.5;-1.6233421471388114
175.5;35.5;-1.5060818372771079
175.5;36.5;-1.455010077772187
175.5;37.5;-1.4231193265473814
175.5;38.5;-1.4137574888202722
175.5;39.5;-1.3730107199597033
175.5;40.5;-1.2576024663568761
175.5;41.5;-1.152633701646982
175.5;42.5;-1.0426197356988653
175.5;43.5;-0.917806269020496
175.5;44.5;-0.7661836319875955
175.5;45.5;-0.6037440356741509
175.5;46.5;-0.42140904757144887
175.5;47.5;-0.1902216957621282
175.5;48.5;0.060731709731178585
175.5;49.5;0.3164867463033834
175.5;50.5;0.5306817449617712
175.5;51.5;0.6496706004767873
175.5;52.5;0.6979550011064966
175.5;53.5;0.7545464679196556
175.5;54.5;0.8044339421916537
175.5;55.5;0.8618428136507208
175.5;56.5;0.8922615252732691
175.5;57.5;0.9172637703534408
175.5;58.5;0.9032985798125045
175.5;59.5;0.901638892586714
176.5;20.5;0.07223873565039861
176.5;21.5;0.031212301616134485
176.5;22.5;-0.03019534118842328
176.5;23.5;-0.11618181786363935
176.5;24.5;-0.2810800444348928
176.5;25.5;-0.5019119208470847
176.5;26.5;-0.7292895782030062
176.5;27.5;-0.9409317368048854
176.5;28.5;-1.1175114555357715
176.5;29.5;-1.2781646704688772
176.5;30.5;-1.425904399992076
176.5;31.5;-1.5869232584028126
176.5;32.5;-1.6816907384124447
176.5;33.5;-1.6907889566615095
176.5;34.5;-1.6450081398519159
176.5;35.5;-1.5441250430929292
176.5;36.5;-1.4839360090420772
176.5;37.5;-1.4734262689685216
176.5;38.5;-1.4457119934531562
176.5;39.5;-1.387509331423846
176.5;40.5;-1.2611669521154705
176.5;41.5;-1.1377952877436484
176.5;42.5;-1.0251871002083666
176.5;43.5;-0.9101705245428743
176.5;44.5;-0.7685776284983347
176.5;45.5;-0.6123134154207686
176.5;46.5;-0.4305409608207795
176.5;47.5;-0.21473767153856113
176.5;48.5;0.0344643080918447
176.5;49.5;0.3203227692550574
176.5;50.5;0.5332784713889079
176.5;51.5;0.6573498467720749
176.5;52.5;0.7202076995183289
176.5;53.5;0.7839646827375434
176.5;54.5;0.8504102973939812
176.5;55.5;0.9089271651048132
176.5;56.5;0.9481189390497405
176.5;57.5;0.9554480354404769
176.5;58.5;0.9375448297648632
176.5;59.5;0.9239715567678837
177.5;20.5;0.10426229529624227
177.5;21.5;0.057919568131947846
177.5;22.5;-0.0064630503972641805
177.5;23.5;-0.09635888834736372
177.5;24.5;-0.2308207272912155
177.5;25.5;-0.46883020627929384
177.5;26.5;-0.7127297438710568
177.5;27.5;-0.9342309214575524
177.5;28.5;-1.115691025783013
177.5;29.5;-1.2864087107127702
177.5;30.5;-1.4267569608814743
177.5;31.5;-1.5859045055095078
177.5;32.5;-1.6856305524623416
177.5;33.5;-1.715691852127984
177.5;34.5;-1.6816112243882377
177.5;35.5;-1.580496790036208
177.5;36.5;-1.5287822419179191
177.5;37.5;-1.494984246252797
177.5;38.5;-1.470269413100874
177.5;39.5;-1.3944411915040418
177.5;40.5;-1.2576267397594918
177.5;41.5;-1.1191961101396548
177.5;42.5;-0.9980466376763665
177.5;43.5;-0.892016314897237
177.5;44.5;-0.7635168783772665
177.5;45.5;-0.6088530962885751
177.5;46.5;-0.43771937317055726
177.5;47.5;-0.22476309064640032
177.5;48.5;0.022176487819346166
177.5;49.5;0.3154769585016978
177.5;50.5;0.5306030745763436
177.5;51.5;0.6624068983891748
177.5;52.5;0.7382579341963496
177.5;53.5;0.8093407217297901
177.5;54.5;0.8817874031488357
177.5;55.5;0.954123361720983
177.5;56.5;1.001571644390342
177.5;57.5;1.0044633349120606
177.5;58.5;0.978394943659441
177.5;59.5;0.9537940507124536
178.5;20.5;0.14895645800886484
178.5;21.5;0.09093331664600464
178.5;22.5;0.007047549457766702
178.5;23.5;-0.07354710955067001
178.5;24.5;-0.21827760844991653
178.5;25.5;-0.4391415624293885
178.5;26.5;-0.685454014554789
178.5;27.5;-0.9145103380256034
178.5;28.5;-1.1089875829805715
178.5;29.5;-1.2852374140954665
178.5;30.5;-1.4343957724126324
178.5;31.5;-1.5986486406709453
178.5;32.5;-1.6959463615502564
178.5;33.5;-1.7397048974463363
178.5;34.5;-1.705362073600792
178.5;35.5;-1.6200746069341778
178.5;36.5;-1.5607582049313269
178.5;37.5;-1.51939664316764
178.5;38.5;-1.478936889814749
178.5;39.5;-1.3919112624267398
178.5;40.5;-1.2553648363429843
178.5;41.5;-1.1047233659515272
178.5;42.5;-0.9722114139945519
178.5;43.5;-0.8740768220170052
178.5;44.5;-0.7418525420058489
178.5;45.5;-0.599786936475704
178.5;46.5;-0.435853791093199
178.5;47.5;-0.22952618407303085
178.5;48.5;0.01774489608073442
178.5;49.5;0.3047849464648373
178.5;50.5;0.5507206771206754
178.5;51.5;0.6942167895334728
178.5;52.5;0.7776187115382582
178.5;53.5;0.8550336576010957
178.5;54.5;0.9247086481741211
178.5;55.5;0.9989000715634758
178.5;56.5;1.046824012050961
178.5;57.5;1.0535860111894
178.5;58.5;1.020368848267965
178.5;59.5;0.9977397044716739
179.5;20.5;0.1813613179140524
179.5;21.5;0.12772828134493638
179.5;22.5;0.029595659833495293
179.5;23.5;-0.06384020344307348
179.5;24.5;-0.21482638474650115
179.5;25.5;-0.4328711223632858
179.5;26.5;-0.666329604087306
179.5;27.5;-0.9006607396717901
179.5;28.5;-1.1025634629046588
179.5;29.5;-1.280527742474614
179.5;30.5;-1.4409126332557993
179.5;31.5;-1.6073900633872007
179.5;32.5;-1.7001808534079266
179.5;33.5;-1.7506452553383862
179.5;34.5;-1.722029125979209
179.5;35.5;-1.639077820258332
179.5;36.5;-1.5891348845907998
179.5;37.5;-1.5358644958050833
179.5;38.5;-1.4809357633676563
179.5;39.5;-1.387079345836175
179.5;40.5;-1.2557317365373897
179.5;41.5;-1.0997171286055931
179.5;42.5;-0.963536468439844
179.5;43.5;-0.8554053153084474
179.5;44.5;-0.7233637774260749
179.5;45.5;-0.5827639521057254
179.5;46.5;-0.4333616054044626
179.5;47.5;-0.22847844624143698
179.5;48.5;0.01613971440997633
179.5;49.5;0.3077060943349573
179.5;50.5;0.5675038720023587
179.5;51.5;0.728093781972753
179.5;52.5;0.8106946555245934
179.5;53.5;0.895973688092209
179.5;54.5;0.9533128094416086
179.5;55.5;1.0241492244479604
179.5;56.5;1.0601431789202458
179.5;57.5;1.086677964442229
179.5;58.5;1.0663473742591871
179.5;59.5;1.0302643345339426
180.5;20.5;0.22206608459613028
180.5;21.5;0.16544763194567827
180.5;22.5;0.058698591125232034
180.5;23.5;-0.06019946891837739
180.5;24.5;-0.22428042907732207
180.5;25.5;-0.42990043774161846
180.5;26.5;-0.6537984522538389
180.5;27.5;-0.8815346321832566
180.5;28.5;-1.0897251895922508
180.5;29.5;-1.2757733067048689
180.5;30.5;-1.445161769804698
180.5;31.5;-1.5982032256693135
180.5;32.5;-1.6925202458653585
180.5;33.5;-1.7538068171086552
180.5;34.5;-1.7210652313470451
180.5;35.5;-1.6543816390343333
180.5;36.5;-1.588691831242895
180.5;37.5;-1.5405129205581485
180.5;38.5;-1.4795554372282675
180.5;39.5;-1.3871950227129892
180.5;40.5;-1.2551586218535835
180.5;41.5;-1.1109018401890538
180.5;42.5;-0.9549713708176503
180.5;43.5;-0.832171074534106
180.5;44.5;-0.6983529652271238
180.5;45.5;-0.5697727484617467
180.5;46.5;-0.4209465692803539
180.5;47.5;-0.21803903208055506
180.5;48.5;0.020708215179699032
180.5;49.5;0.32609137189041676
180.5;50.5;0.5928650399169139
180.5;51.5;0.7564401881442039
180.5;52.5;0.853296934356392
180.5;53.5;0.9427479724892865
180.5;54.5;1.0047536885831285
180.5;55.5;1.0484912938993476
180.5;56.5;1.0851211449434413
180.5;57.5;1.1134120055830554
180.5;58.5;1.0907993036598989
180.5;59.5;1.0504165165187624
181.5;20.5;0.2567862371807195
181.5;21.5;0.19600761140070416
